cbsa_code,cbsa_name,metro_micro,city_name,state_fips,place_fips
23860,"Georgetown, SC",micropolitan,Georgetown,45,28870
23900,"Gettysburg, PA",metropolitan,Gettysburg,42,28960
23940,"Gillette, WY",micropolitan,Gillette,56,31855
23980,"Glasgow, KY",micropolitan,Glasgow,21,31114
24020,"Glens Falls, NY",metropolitan,Glens Falls,36,29333
24060,"Glenwood Springs, CO",micropolitan,Glenwood Springs,8,30780
24100,"Gloversville, NY",micropolitan,Gloversville,36,29443
24140,"Goldsboro, NC",metropolitan,Goldsboro,37,26880
24220,"Grand Forks, ND-MN",metropolitan,Grand Forks,38,32060
24260,"Grand Island, NE",metropolitan,Grand Island,31,19595
24300,"Grand Junction, CO",metropolitan,Grand Junction,8,31660
24340,"Grand Rapids-Wyoming, MI",metropolitan,Grand Rapids,26,34000
24340,"Grand Rapids-Wyoming, MI",metropolitan,Wyoming,26,88940
24380,"Grants, NM",micropolitan,Grants,35,30490
24420,"Grants Pass, OR",metropolitan,Grants Pass,41,30550
24460,"Great Bend, KS",micropolitan,Great Bend,20,28300
24500,"Great Falls, MT",metropolitan,Great Falls,30,32800
24540,"Greeley, CO",metropolitan,Greeley,8,32155
24580,"Green Bay, WI",metropolitan,Green Bay,55,31000
24620,"Greeneville, TN",micropolitan,Greeneville,47,30980
24640,"Greenfield Town, MA",micropolitan,Greenfield Town,25,27100
24660,"Greensboro-High Point, NC",metropolitan,Greensboro,37,28000
24660,"Greensboro-High Point, NC",metropolitan,High Point,37,31400
24700,"Greensburg, IN",micropolitan,Greensburg,18,29718
24740,"Greenville, MS",micropolitan,Greenville,28,29180
24780,"Greenville, NC",metropolitan,Greenville,37,28080
24820,"Greenville, OH",micropolitan,Greenville,39,32340
24860,"Greenville-Anderson-Mauldin, SC",metropolitan,Anderson,45,1360
24860,"Greenville-Anderson-Mauldin, SC",metropolitan,Easley,45,21985
24860,"Greenville-Anderson-Mauldin, SC",metropolitan,Greenville,45,30850
24860,"Greenville-Anderson-Mauldin, SC",metropolitan,Mauldin,45,45115
24900,"Greenwood, MS",micropolitan,Greenwood,28,29340
24940,"Greenwood, SC",micropolitan,Greenwood,45,30895
24980,"Grenada, MS",micropolitan,Grenada,28,29460
25020,"Guayama, PR",metropolitan,Guayama,72,32221
25060,"Gulfport-Biloxi-Pascagoula, MS",metropolitan,Biloxi,28,6220
25060,"Gulfport-Biloxi-Pascagoula, MS",metropolitan,Gulfport,28,29700
25060,"Gulfport-Biloxi-Pascagoula, MS",metropolitan,Pascagoula,28,55360
25100,"Guymon, OK",micropolitan,Guymon,40,31750
25180,"Hagerstown-Martinsburg, MD-WV",metropolitan,Hagerstown,24,36075
25180,"Hagerstown-Martinsburg, MD-WV",metropolitan,Martinsburg,54,52060
25200,"Hailey, ID",micropolitan,Hailey,16,34390
25220,"Hammond, LA",metropolitan,Hammond,22,32755
25260,"Hanford-Corcoran, CA",metropolitan,Corcoran,6,16224
25260,"Hanford-Corcoran, CA",metropolitan,Hanford,6,31960
25300,"Hannibal, MO",micropolitan,Hannibal,29,30214
25420,"Harrisburg-Carlisle, PA",metropolitan,Carlisle,42,11272
25420,"Harrisburg-Carlisle, PA",metropolitan,Harrisburg,42,32800
25460,"Harrison, AR",micropolitan,Harrison,5,30460
25500,"Harrisonburg, VA",metropolitan,Harrisonburg,51,35624
25540,"Hartford-West Hartford-East Hartford, CT",metropolitan,East Hartford,9,22700
25540,"Hartford-West Hartford-East Hartford, CT",metropolitan,Hartford,9,37000
25540,"Hartford-West Hartford-East Hartford, CT",metropolitan,Middletown,9,47290
25540,"Hartford-West Hartford-East Hartford, CT",metropolitan,West Hartford,9,82660
25580,"Hastings, NE",micropolitan,Hastings,31,21415
25620,"Hattiesburg, MS",metropolitan,Hattiesburg,28,31020
25700,"Hays, KS",micropolitan,Hays,20,31100
25720,"Heber, UT",micropolitan,Heber,49,34200
25740,"Helena, MT",micropolitan,Helena,30,35600
25760,"Helena-West Helena, AR",micropolitan,Helena-West Helena,5,31190
25780,"Henderson, NC",micropolitan,Henderson,37,30660
25820,"Hereford, TX",micropolitan,Hereford,48,33320
25840,"Hermiston-Pendleton, OR",micropolitan,Hermiston,41,33700
25840,"Hermiston-Pendleton, OR",micropolitan,Pendleton,41,57150
25860,"Hickory-Lenoir-Morganton, NC",metropolitan,Hickory,37,31060
25860,"Hickory-Lenoir-Morganton, NC",metropolitan,Lenoir,37,37760
25860,"Hickory-Lenoir-Morganton, NC",metropolitan,Morganton,37,44400
25880,"Hillsdale, MI",micropolitan,Hillsdale,26,38460
25900,"Hilo, HI",micropolitan,Hilo,15,14650
25940,"Hilton Head Island-Bluffton-Beaufort, SC",metropolitan,Beaufort,45,4690
25940,"Hilton Head Island-Bluffton-Beaufort, SC",metropolitan,Bluffton,45,7210
25940,"Hilton Head Island-Bluffton-Beaufort, SC",metropolitan,Hilton Head Island,45,34045
25980,"Hinesville, GA",metropolitan,Hinesville,13,38964
26020,"Hobbs, NM",micropolitan,Hobbs,35,32520
26090,"Holland, MI",micropolitan,Holland,26,38640
26140,"Homosassa Springs, FL",metropolitan,Homosassa Springs,12,32400
26220,"Hood River, OR",micropolitan,Hood River,41,34900
26300,"Hot Springs, AR",metropolitan,Hot Springs,5,33400
26340,"Houghton, MI",micropolitan,Houghton,26,39360
26380,"Houma-Thibodaux, LA",metropolitan,Houma,22,36255
26380,"Houma-Thibodaux, LA",metropolitan,Thibodaux,22,75425
26420,"Houston-The Woodlands-Sugar Land, TX",metropolitan,Baytown,48,6128
26420,"Houston-The Woodlands-Sugar Land, TX",metropolitan,Conroe,48,16432
26420,"Houston-The Woodlands-Sugar Land, TX",metropolitan,Houston,48,35000
26420,"Houston-The Woodlands-Sugar Land, TX",metropolitan,Sugar Land,48,70808
26420,"Houston-The Woodlands-Sugar Land, TX",metropolitan,The Woodlands,48,72656
26460,"Hudson, NY",micropolitan,Hudson,36,35969
26500,"Huntingdon, PA",micropolitan,Huntingdon,42,36368
26540,"Huntington, IN",micropolitan,Huntington,18,35302
26580,"Huntington-Ashland, WV-KY-OH",metropolitan,Ashland,21,2368
26580,"Huntington-Ashland, WV-KY-OH",metropolitan,Huntington,54,39460
26620,"Huntsville, AL",metropolitan,Huntsville,1,37000
26660,"Huntsville, TX",micropolitan,Huntsville,48,35528
26700,"Huron, SD",micropolitan,Huron,46,31060
26740,"Hutchinson, KS",micropolitan,Hutchinson,20,33625
26780,"Hutchinson, MN",micropolitan,Hutchinson,27,30644
26820,"Idaho Falls, ID",metropolitan,Idaho Falls,16,39700
26860,"Indiana, PA",micropolitan,Indiana,42,36816
26900,"Indianapolis-Carmel-Anderson, IN",metropolitan,Anderson,18,1468
26900,"Indianapolis-Carmel-Anderson, IN",metropolitan,Carmel,18,10342
26900,"Indianapolis-Carmel-Anderson, IN",metropolitan,Indianapolis city (balance),18,36003
26940,"Indianola, MS",micropolitan,Indianola,28,34740
26960,"Ionia, MI",micropolitan,Ionia,26,40860
26980,"Iowa City, IA",metropolitan,Iowa City,19,38595
27020,"Iron Mountain, MI-WI",micropolitan,Iron Mountain,26,40960
27060,"Ithaca, NY",metropolitan,Ithaca,36,38077
27100,"Jackson, MI",metropolitan,Jackson,26,41420
27140,"Jackson, MS",metropolitan,Jackson,28,36000
27160,"Jackson, OH",micropolitan,Jackson,39,37842
27180,"Jackson, TN",metropolitan,Jackson,47,37640
27220,"Jackson, WY-ID",micropolitan,Jackson,56,40120
27260,"Jacksonville, FL",metropolitan,Jacksonville,12,35000
27300,"Jacksonville, IL",micropolitan,Jacksonville,17,38115
27340,"Jacksonville, NC",metropolitan,Jacksonville,37,34200
27380,"Jacksonville, TX",micropolitan,Jacksonville,48,37216
27420,"Jamestown, ND",micropolitan,Jamestown,38,40580
27460,"Jamestown-Dunkirk-Fredonia, NY",micropolitan,Dunkirk,36,21105
27460,"Jamestown-Dunkirk-Fredonia, NY",micropolitan,Fredonia,36,27419
27460,"Jamestown-Dunkirk-Fredonia, NY",micropolitan,Jamestown,36,38264
27500,"Janesville-Beloit, WI",metropolitan,Beloit,55,6500
27500,"Janesville-Beloit, WI",metropolitan,Janesville,55,37825
27540,"Jasper, IN",micropolitan,Jasper,18,37782
27580,"Jayuya, PR",micropolitan,Jayuya,72,38370
27600,"Jefferson, GA",micropolitan,Jefferson,13,41988
27620,"Jefferson City, MO",metropolitan,Jefferson City,29,37000
27700,"Jesup, GA",micropolitan,Jesup,13,42268
27740,"Johnson City, TN",metropolitan,Johnson City,47,38320
27780,"Johnstown, PA",metropolitan,Johnstown,42,38288
27860,"Jonesboro, AR",metropolitan,Jonesboro,5,35710
27900,"Joplin, MO",metropolitan,Joplin,29,37592
27920,"Junction City, KS",micropolitan,Junction City,20,35750
27940,"Juneau, AK",micropolitan,Juneau,2,36400
27980,"Kahului-Wailuku-Lahaina, HI",metropolitan,Kahului,15,22700
27980,"Kahului-Wailuku-Lahaina, HI",metropolitan,Lahaina,15,42950
27980,"Kahului-Wailuku-Lahaina, HI",metropolitan,Wailuku,15,77450
28020,"Kalamazoo-Portage, MI",metropolitan,Kalamazoo,26,42160
28020,"Kalamazoo-Portage, MI",metropolitan,Portage,26,65560
28060,"Kalispell, MT",micropolitan,Kalispell,30,40075
28100,"Kankakee, IL",metropolitan,Kankakee,17,38934
28140,"Kansas City, MO-KS",metropolitan,Kansas City,20,36000
28140,"Kansas City, MO-KS",metropolitan,Overland Park,20,53775
28140,"Kansas City, MO-KS",metropolitan,Kansas City,29,38000
28180,"Kapaa, HI",micropolitan,Kapaa,15,28850
28260,"Kearney, NE",micropolitan,Kearney,31,25055
28300,"Keene, NH",micropolitan,Keene,33,39300
28340,"Kendallville, IN",micropolitan,Kendallville,18,39402
28380,"Kennett, MO",micropolitan,Kennett,29,38306
28420,"Kennewick-Richland, WA",metropolitan,Kennewick,53,35275
28420,"Kennewick-Richland, WA",metropolitan,Richland,53,58235
28500,"Kerrville, TX",micropolitan,Kerrville,48,39040
28540,"Ketchikan, AK",micropolitan,Ketchikan,2,38970
28580,"Key West, FL",micropolitan,Key West,12,36550
28620,"Kill Devil Hills, NC",micropolitan,Kill Devil Hills,37,35720
28660,"Killeen-Temple, TX",metropolitan,Killeen,48,39148
28660,"Killeen-Temple, TX",metropolitan,Temple,48,72176
28700,"Kingsport-Bristol-Bristol, TN-VA",metropolitan,Bristol,47,8540
28700,"Kingsport-Bristol-Bristol, TN-VA",metropolitan,Kingsport,47,39560
28700,"Kingsport-Bristol-Bristol, TN-VA",metropolitan,Bristol,51,9816
28740,"Kingston, NY",metropolitan,Kingston,36,39727
28780,"Kingsville, TX",micropolitan,Kingsville,48,39352
28820,"Kinston, NC",micropolitan,Kinston,37,35920
28860,"Kirksville, MO",micropolitan,Kirksville,29,39026
28900,"Klamath Falls, OR",micropolitan,Klamath Falls,41,39700
28940,"Knoxville, TN",metropolitan,Knoxville,47,40000
29020,"Kokomo, IN",metropolitan,Kokomo,18,40392
29060,"Laconia, NH",micropolitan,Laconia,33,40180
29100,"La Crosse-Onalaska, WI-MN",metropolitan,La Crosse,55,40775
29100,"La Crosse-Onalaska, WI-MN",metropolitan,Onalaska,55,59925
29180,"Lafayette, LA",metropolitan,Lafayette,22,40735
29200,"Lafayette-West Lafayette, IN",metropolitan,Lafayette,18,40788
29200,"Lafayette-West Lafayette, IN",metropolitan,West Lafayette,18,82862
29260,"La Grande, OR",micropolitan,La Grande,41,40350
29300,"LaGrange, GA",micropolitan,LaGrange,13,44340
29340,"Lake Charles, LA",metropolitan,Lake Charles,22,41155
29380,"Lake City, FL",micropolitan,Lake City,12,37775
29420,"Lake Havasu City-Kingman, AZ",metropolitan,Kingman,4,37620
29420,"Lake Havasu City-Kingman, AZ",metropolitan,Lake Havasu City,4,39370
29460,"Lakeland-Winter Haven, FL",metropolitan,Lakeland,12,38250
29460,"Lakeland-Winter Haven, FL",metropolitan,Winter Haven,12,78275
29500,"Lamesa, TX",micropolitan,Lamesa,48,41164
29540,"Lancaster, PA",metropolitan,Lancaster,42,41216
29620,"Lansing-East Lansing, MI",metropolitan,East Lansing,26,24120
29620,"Lansing-East Lansing, MI",metropolitan,Lansing,26,46000
29660,"Laramie, WY",micropolitan,Laramie,56,45050
29700,"Laredo, TX",metropolitan,Laredo,48,41464
29740,"Las Cruces, NM",metropolitan,Las Cruces,35,39380
29780,"Las Vegas, NM",micropolitan,Las Vegas,35,39940
29820,"Las Vegas-Henderson-Paradise, NV",metropolitan,Henderson,32,31900
29820,"Las Vegas-Henderson-Paradise, NV",metropolitan,Las Vegas,32,40000
29820,"Las Vegas-Henderson-Paradise, NV",metropolitan,Paradise,32,54600
29860,"Laurel, MS",micropolitan,Laurel,28,39640
29900,"Laurinburg, NC",micropolitan,Laurinburg,37,37220
29940,"Lawrence, KS",metropolitan,Lawrence,20,38900
29980,"Lawrenceburg, TN",micropolitan,Lawrenceburg,47,41340
30020,"Lawton, OK",metropolitan,Lawton,40,41850
30060,"Lebanon, MO",micropolitan,Lebanon,29,41168
30140,"Lebanon, PA",metropolitan,Lebanon,42,42168
30220,"Levelland, TX",micropolitan,Levelland,48,42448
30260,"Lewisburg, PA",micropolitan,Lewisburg,42,42976
30280,"Lewisburg, TN",micropolitan,Lewisburg,47,41860
30300,"Lewiston, ID-WA",metropolitan,Lewiston,16,46540
30340,"Lewiston-Auburn, ME",metropolitan,Auburn,23,2060
30340,"Lewiston-Auburn, ME",metropolitan,Lewiston,23,38740
30380,"Lewistown, PA",micropolitan,Lewistown,42,43000
30420,"Lexington, NE",micropolitan,Lexington,31,26910
30460,"Lexington-Fayette, KY",metropolitan,Lexington-Fayette,21,46027
30580,"Liberal, KS",micropolitan,Liberal,20,39825
30620,"Lima, OH",metropolitan,Lima,39,43554
30660,"Lincoln, IL",micropolitan,Lincoln,17,43536
30700,"Lincoln, NE",metropolitan,Lincoln,31,28000
30780,"Little Rock-North Little Rock-Conway, AR",metropolitan,Conway,5,15190
30780,"Little Rock-North Little Rock-Conway, AR",metropolitan,Little Rock,5,41000
30780,"Little Rock-North Little Rock-Conway, AR",metropolitan,North Little Rock,5,50450
30820,"Lock Haven, PA",micropolitan,Lock Haven,42,44128
30860,"Logan, UT-ID",metropolitan,Logan,49,45860
30880,"Logan, WV",micropolitan,Logan,54,48148
30900,"Logansport, IN",micropolitan,Logansport,18,44658
30940,"London, KY",micropolitan,London,21,47476
30980,"Longview, TX",metropolitan,Longview,48,43888
31020,"Longview, WA",metropolitan,Longview,53,40245
31060,"Los Alamos, NM",micropolitan,Los Alamos,35,42320
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Anaheim,6,2000
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Arcadia,6,2462
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Burbank,6,8954
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Carson,6,11530
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Costa Mesa,6,16532
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Fountain Valley,6,25380
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Gardena,6,28168
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Glendale,6,30000
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Irvine,6,36770
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Long Beach,6,43000
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Los Angeles,6,44000
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Monterey Park,6,48914
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Newport Beach,6,51182
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Orange,6,53980
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Pasadena,6,56000
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Santa Ana,6,69000
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Santa Monica,6,70000
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Torrance,6,80000
31080,"Los Angeles-Long Beach-Anaheim, CA",metropolitan,Tustin,6,80854
31140,"Louisville/Jefferson County, KY-IN",metropolitan,Louisville/Jefferson County metro government (balance),21,48006
31180,"Lubbock, TX",metropolitan,Lubbock,48,45000
31220,"Ludington, MI",micropolitan,Ludington,26,49640
31260,"Lufkin, TX",micropolitan,Lufkin,48,45072
31300,"Lumberton, NC",micropolitan,Lumberton,37,39700
31340,"Lynchburg, VA",metropolitan,Lynchburg,51,47672
31380,"Macomb, IL",micropolitan,Macomb,17,45889
31420,"Macon, GA",metropolitan,Macon,13,49000
31460,"Madera, CA",metropolitan,Madera,6,45022
31500,"Madison, IN",micropolitan,Madison,18,45990
31540,"Madison, WI",metropolitan,Madison,55,48000
31580,"Madisonville, KY",micropolitan,Madisonville,21,49368
31620,"Magnolia, AR",micropolitan,Magnolia,5,43460
31660,"Malone, NY",micropolitan,Malone,36,44710
31680,"Malvern, AR",micropolitan,Malvern,5,43610
31700,"Manchester-Nashua, NH",metropolitan,Manchester,33,45140
31700,"Manchester-Nashua, NH",metropolitan,Nashua,33,50260
31740,"Manhattan, KS",metropolitan,Manhattan,20,44250
31820,"Manitowoc, WI",micropolitan,Manitowoc,55,48500
31860,"Mankato-North Mankato, MN",metropolitan,Mankato,27,39878
31860,"Mankato-North Mankato, MN",metropolitan,North Mankato,27,47068
31900,"Mansfield, OH",metropolitan,Mansfield,39,47138
31930,"Marietta, OH",micropolitan,Marietta,39,47628
31940,"Marinette, WI-MI",micropolitan,Marinette,55,49300
31980,"Marion, IN",micropolitan,Marion,18,46908
32000,"Marion, NC",micropolitan,Marion,37,41420
32020,"Marion, OH",micropolitan,Marion,39,47754
32100,"Marquette, MI",micropolitan,Marquette,26,51900
32140,"Marshall, MN",micropolitan,Marshall,27,40688
32180,"Marshall, MO",micropolitan,Marshall,29,46316
32220,"Marshall, TX",micropolitan,Marshall,48,46776
32260,"Marshalltown, IA",micropolitan,Marshalltown,19,49755
32280,"Martin, TN",micropolitan,Martin,47,46240
32300,"Martinsville, VA",micropolitan,Martinsville,51,49784
32340,"Maryville, MO",micropolitan,Maryville,29,46640
32380,"Mason City, IA",micropolitan,Mason City,19,50160
32420,"Mayagüez, PR",metropolitan,Mayagüez,72,52431
32460,"Mayfield, KY",micropolitan,Mayfield,21,50898
32500,"Maysville, KY",micropolitan,Maysville,21,51024
32540,"McAlester, OK",micropolitan,McAlester,40,44800
32580,"McAllen-Edinburg-Mission, TX",metropolitan,Edinburg,48,22660
32580,"McAllen-Edinburg-Mission, TX",metropolitan,McAllen,48,45384
32580,"McAllen-Edinburg-Mission, TX",metropolitan,Mission,48,48768
32620,"McComb, MS",micropolitan,McComb,28,43280
32660,"McMinnville, TN",micropolitan,McMinnville,47,45100
32700,"McPherson, KS",micropolitan,McPherson,20,43950
32740,"Meadville, PA",micropolitan,Meadville,42,48360
32780,"Medford, OR",metropolitan,Medford,41,47000
32820,"Memphis, TN-MS-AR",metropolitan,Memphis,47,48000
32860,"Menomonie, WI",micropolitan,Menomonie,55,51025
32900,"Merced, CA",metropolitan,Merced,6,46898
32940,"Meridian, MS",micropolitan,Meridian,28,46640
32980,"Merrill, WI",micropolitan,Merrill,55,51250
33020,"Mexico, MO",micropolitan,Mexico,29,47648
33060,"Miami, OK",micropolitan,Miami,40,48000
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",metropolitan,Boca Raton,12,7300
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",metropolitan,Deerfield Beach,12,16725
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",metropolitan,Delray Beach,12,17100
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",metropolitan,Fort Lauderdale,12,24000
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",metropolitan,Jupiter,12,35875
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",metropolitan,Kendall,12,36100
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",metropolitan,Miami,12,45000
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",metropolitan,Miami Beach,12,45025
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",metropolitan,Pompano Beach,12,58050
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",metropolitan,West Palm Beach,12,76600
33140,"Michigan City-La Porte, IN",metropolitan,La Porte,18,42246
33140,"Michigan City-La Porte, IN",metropolitan,Michigan City,18,48798
33180,"Middlesborough, KY",micropolitan,Middlesborough,21,51924
33220,"Midland, MI",metropolitan,Midland,26,53780
33260,"Midland, TX",metropolitan,Midland,48,48072
33300,"Milledgeville, GA",micropolitan,Milledgeville,13,51492
33340,"Milwaukee-Waukesha-West Allis, WI",metropolitan,Milwaukee,55,53000
33340,"Milwaukee-Waukesha-West Allis, WI",metropolitan,Waukesha,55,84250
33340,"Milwaukee-Waukesha-West Allis, WI",metropolitan,West Allis,55,85300
33420,"Mineral Wells, TX",micropolitan,Mineral Wells,48,48684
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metropolitan,Bloomington,27,6616
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metropolitan,Eagan,27,17288
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metropolitan,Eden Prairie,27,18116
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metropolitan,Minneapolis,27,43000
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metropolitan,Plymouth,27,51730
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metropolitan,St. Paul,27,58000
33500,"Minot, ND",micropolitan,Minot,38,53380
33540,"Missoula, MT",metropolitan,Missoula,30,50200
33580,"Mitchell, SD",micropolitan,Mitchell,46,43100
33620,"Moberly, MO",micropolitan,Moberly,29,49034
33660,"Mobile, AL",metropolitan,Mobile,1,50000
33700,"Modesto, CA",metropolitan,Modesto,6,48354
33740,"Monroe, LA",metropolitan,Monroe,22,51410
33780,"Monroe, MI",metropolitan,Monroe,26,55020
33860,"Montgomery, AL",metropolitan,Montgomery,1,51000
33940,"Montrose, CO",micropolitan,Montrose,8,51745
33980,"Morehead City, NC",micropolitan,Morehead City,37,44320
34020,"Morgan City, LA",micropolitan,Morgan City,22,52040
34060,"Morgantown, WV",metropolitan,Morgantown,54,55756
34100,"Morristown, TN",metropolitan,Morristown,47,50280
34140,"Moscow, ID",micropolitan,Moscow,16,54550
34180,"Moses Lake, WA",micropolitan,Moses Lake,53,47245
34220,"Moultrie, GA",micropolitan,Moultrie,13,53060
34260,"Mountain Home, AR",micropolitan,Mountain Home,5,47390
34300,"Mountain Home, ID",micropolitan,Mountain Home,16,54730
34340,"Mount Airy, NC",micropolitan,Mount Airy,37,44800
34380,"Mount Pleasant, MI",micropolitan,Mount Pleasant,26,56020
34420,"Mount Pleasant, TX",micropolitan,Mount Pleasant,48,49800
34460,"Mount Sterling, KY",micropolitan,Mount Sterling,21,54084
34500,"Mount Vernon, IL",micropolitan,Mount Vernon,17,51180
34540,"Mount Vernon, OH",micropolitan,Mount Vernon,39,53102
34580,"Mount Vernon-Anacortes, WA",metropolitan,Anacortes,53,1990
34580,"Mount Vernon-Anacortes, WA",metropolitan,Mount Vernon,53,47560
34620,"Muncie, IN",metropolitan,Muncie,18,51876
34660,"Murray, KY",micropolitan,Murray,21,54642
34700,"Muscatine, IA",micropolitan,Muscatine,19,55110
34740,"Muskegon, MI",metropolitan,Muskegon,26,56320
34780,"Muskogee, OK",micropolitan,Muskogee,40,50050
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",metropolitan,Conway,45,16405
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",metropolitan,Myrtle Beach,45,49075
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",metropolitan,North Myrtle Beach,45,51280
34860,"Nacogdoches, TX",micropolitan,Nacogdoches,48,50256
34900,"Napa, CA",metropolitan,Napa,6,50258
34940,"Naples-Immokalee-Marco Island, FL",metropolitan,Immokalee,12,33250
34940,"Naples-Immokalee-Marco Island, FL",metropolitan,Marco Island,12,43083
34940,"Naples-Immokalee-Marco Island, FL",metropolitan,Naples,12,47625
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metropolitan,Franklin,47,27740
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metropolitan,Murfreesboro,47,51560
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metropolitan,Nashville-Davidson metropolitan government (balance),47,52006
35020,"Natchez, MS-LA",micropolitan,Natchez,28,50440
35060,"Natchitoches, LA",micropolitan,Natchitoches,22,53545
35100,"New Bern, NC",metropolitan,New Bern,37,46340
35140,"Newberry, SC",micropolitan,Newberry,45,49570
35220,"New Castle, IN",micropolitan,New Castle,18,52740
35260,"New Castle, PA",micropolitan,New Castle,42,53368
35300,"New Haven-Milford, CT",metropolitan,Milford city (balance),9,47515
35300,"New Haven-Milford, CT",metropolitan,New Haven,9,52000
35380,"New Orleans-Metairie, LA",metropolitan,Metairie,22,50115
35380,"New Orleans-Metairie, LA",metropolitan,New Orleans,22,55000
35420,"New Philadelphia-Dover, OH",micropolitan,Dover,39,22456
35420,"New Philadelphia-Dover, OH",micropolitan,New Philadelphia,39,55216
35440,"Newport, OR",micropolitan,Newport,41,52450
35460,"Newport, TN",micropolitan,Newport,47,53000
35500,"Newton, IA",micropolitan,Newton,19,56505
35580,"New Ulm, MN",micropolitan,New Ulm,27,46042
35620,"New York-Newark-Jersey City, NY-NJ-PA",metropolitan,Jersey City,34,36000
35620,"New York-Newark-Jersey City, NY-NJ-PA",metropolitan,Lakewood,34,38580
35620,"New York-Newark-Jersey City, NY-NJ-PA",metropolitan,Newark,34,51000
35620,"New York-Newark-Jersey City, NY-NJ-PA",metropolitan,New Brunswick,34,51210
35620,"New York-Newark-Jersey City, NY-NJ-PA",metropolitan,New York,36,51000
35620,"New York-Newark-Jersey City, NY-NJ-PA",metropolitan,White Plains,36,81677
35660,"Niles-Benton Harbor, MI",metropolitan,Benton Harbor,26,7520
35660,"Niles-Benton Harbor, MI",metropolitan,Niles,26,57760
35700,"Nogales, AZ",micropolitan,Nogales,4,49640
35740,"Norfolk, NE",micropolitan,Norfolk,31,34615
35820,"North Platte, NE",micropolitan,North Platte,31,35000
35840,"North Port-Sarasota-Bradenton, FL",metropolitan,Bradenton,12,7950
35840,"North Port-Sarasota-Bradenton, FL",metropolitan,North Port,12,49675
35840,"North Port-Sarasota-Bradenton, FL",metropolitan,Sarasota,12,64175
35840,"North Port-Sarasota-Bradenton, FL",metropolitan,Venice,12,73900
35860,"North Vernon, IN",micropolitan,North Vernon,18,55116
35900,"North Wilkesboro, NC",micropolitan,North Wilkesboro,37,47880
35940,"Norwalk, OH",micropolitan,Norwalk,39,57302
35980,"Norwich-New London, CT",metropolitan,New London,9,52280
35980,"Norwich-New London, CT",metropolitan,Norwich,9,56200
36020,"Oak Harbor, WA",micropolitan,Oak Harbor,53,50360
36100,"Ocala, FL",metropolitan,Ocala,12,50750
36140,"Ocean City, NJ",metropolitan,Ocean City,34,54360
36220,"Odessa, TX",metropolitan,Odessa,48,53388
36260,"Ogden-Clearfield, UT",metropolitan,Clearfield,49,13850
36260,"Ogden-Clearfield, UT",metropolitan,Ogden,49,55980
36300,"Ogdensburg-Massena, NY",micropolitan,Massena,36,46019
36300,"Ogdensburg-Massena, NY",micropolitan,Ogdensburg,36,54485
36340,"Oil City, PA",micropolitan,Oil City,42,56456
36380,"Okeechobee, FL",micropolitan,Okeechobee,12,51200
36420,"Oklahoma City, OK",metropolitan,Oklahoma City,40,55000
36460,"Olean, NY",micropolitan,Olean,36,54716
36500,"Olympia-Tumwater, WA",metropolitan,Olympia,53,51300
